Transaction_ID,Customer_ID,Customer_Name,Gender,Age,Account_Type,Branch_ID,Branch_Name,City,Transaction_Date,Transaction_Time,Transaction_Type,Channel,Amount,Balance_Before,Balance_After,Merchant_Category,Transaction_Status,Device_Type,Fraud_Flag,Risk_Score,Loan_Customer,Credit_Score,Salary_Band,Customer_Segment
TXN000113,CUST6161,Meera Kapoor,Female,36,Savings,BR117,Fort Branch,Ahmedabad,2024-07-18,05:28:27,Withdrawal,Internet Banking,83071.79,69039.43,0,Travel,Success,iPhone,Yes,81,No,619,0-3 LPA,Retail
TXN000114,CUST4056,Kavya Iyer,Female,33,Savings,BR101,Fort Branch,Bengaluru,2024-10-14,08:19:30,Transfer,Mobile Banking,19615.46,457757.96,477373.42,Travel,Pending,Tablet,No,86,No,303,20+ LPA,HNI
TXN000115,CUST3620,Vivaan Patel,Male,37,Savings,BR105,Connaught Place Branch,Delhi,2025-08-10,20:50:13,Deposit,Branch,25246.36,20692.78,45939.14,Healthcare,Pending,iPhone,No,43,No,871,3-6 LPA,Corporate
TXN000116,CUST1448,Meera Kapoor,Female,32,Current,BR108,Shivajinagar Branch,Bengaluru,2024-07-10,08:42:12,Transfer,Branch,26761.27,175929.92,202691.19,Education,Pending,Desktop,No,64,Yes,472,20+ LPA,Retail
TXN000117,CUST6685,Aarav Sharma,Male,42,Current,BR111,MG Road Branch,Chennai,2024-04-30,08:57:27,Deposit,UPI,70588.32,254106.73,324695.05,Education,Success,Android,No,64,No,447,6-10 LPA,HNI
TXN000118,CUST8955,Nikhil Chavan,Male,53,Current,BR110,Shivajinagar Branch,Ahmedabad,2024-02-29,00:29:45,Payment,Branch,73724.09,184969.43,111245.34,Healthcare,Success,Desktop,Yes,54,Yes,795,6-10 LPA,Corporate
TXN000119,CUST4007,Rahul Mehta,Male,60,Current,BR103,Fort Branch,Hyderabad,2025-03-14,05:39:24,Transfer,UPI,69465.95,337307.69,406773.64,Dining,Failed,iPhone,No,40,No,702,0-3 LPA,Corporate
TXN000120,CUST2665,Arjun Deshmukh,Male,50,Savings,BR119,Shivajinagar Branch,Kolkata,2024-08-02,09:09:25,Payment,Branch,29663.32,332857.05,303193.73,Travel,Failed,iPhone,No,15,No,357,10-20 LPA,Retail
TXN000121,CUST5663,Siddharth Rao,Male,23,Savings,BR101,Banjara Hills Branch,Kolkata,2025-08-12,09:03:17,Deposit,ATM,34179.36,121263.47,155442.83,Retail,Success,Tablet,Yes,74,No,859,0-3 LPA,HNI
TXN000122,CUST2666,Kavya Iyer,Female,54,Savings,BR115,Shivajinagar Branch,Pune,2024-01-21,06:53:29,Transfer,Branch,72176.91,297695.11,369872.02,Utilities,Failed,Desktop,No,82,Yes,541,6-10 LPA,HNI
TXN000123,CUST1210,Aditya Verma,Male,64,Savings,BR111,MG Road Branch,Hyderabad,2024-10-05,18:10:43,Withdrawal,Branch,1706.46,222503.69,220797.23,Retail,Pending,Android,No,57,No,838,3-6 LPA,Premium
TXN000124,CUST4537,Siddharth Rao,Male,54,Savings,BR113,MG Road Branch,Hyderabad,2024-01-11,12:55:59,Payment,ATM,46548.77,288033.37,241484.6,Grocery,Pending,Android,No,75,Yes,644,0-3 LPA,Premium
TXN000125,CUST4735,Arjun Deshmukh,Male,22,Current,BR101,Connaught Place Branch,Pune,2025-10-19,12:17:35,Payment,UPI,83422.89,459216.99,375794.1,Education,Pending,Desktop,Yes,79,No,527,3-6 LPA,Premium
TXN000126,CUST7139,Ananya Gupta,Female,37,Current,BR103,Fort Branch,Hyderabad,2025-06-03,12:08:21,Deposit,Mobile Banking,97996.8,166018.19,264014.99,Dining,Failed,Desktop,Yes,6,Yes,775,10-20 LPA,Retail
TXN000127,CUST3414,Ananya Gupta,Female,50,Current,BR120,Banjara Hills Branch,Kolkata,2024-04-19,01:09:39,Payment,POS,30743.24,112786.24,82043,Utilities,Success,iPhone,Yes,21,Yes,774,3-6 LPA,Corporate
TXN000128,CUST7288,Pooja Yadav,Female,35,Savings,BR101,Fort Branch,Chennai,2024-12-01,13:28:21,Payment,UPI,38285.06,84207.56,45922.5,E-commerce,Pending,Desktop,Yes,48,No,679,10-20 LPA,HNI
TXN000129,CUST3116,Priya Nair,Female,43,Savings,BR119,Connaught Place Branch,Hyderabad,2025-12-16,19:21:36,Transfer,UPI,64355.31,251011.91,315367.22,Dining,Pending,iPhone,No,84,Yes,551,0-3 LPA,Retail
TXN000130,CUST9715,Vikram Reddy,Male,28,Current,BR114,Connaught Place Branch,Delhi,2024-06-10,12:49:09,Withdrawal,POS,64792.57,16218.59,0,Education,Failed,Android,No,41,Yes,620,10-20 LPA,HNI
TXN000131,CUST8319,Siddharth Rao,Male,35,Savings,BR120,Connaught Place Branch,Kolkata,2024-06-19,19:52:10,Deposit,Branch,26449.83,325464.85,351914.68,Grocery,Success,Desktop,No,80,No,677,6-10 LPA,Retail
TXN000132,CUST8159,Sneha Kulkarni,Female,59,Savings,BR113,Connaught Place Branch,Hyderabad,2025-12-31,08:24:23,Payment,Internet Banking,82325.35,265330.09,183004.74,Healthcare,Failed,Desktop,No,2,No,484,3-6 LPA,Premium
TXN000133,CUST6594,Aditya Verma,Male,25,Current,BR120,MG Road Branch,Bengaluru,2024-09-06,18:13:32,Transfer,UPI,66197.13,174880.6,241077.73,Travel,Failed,iPhone,No,42,Yes,328,6-10 LPA,Premium
TXN000134,CUST8704,Meera Kapoor,Female,60,Savings,BR111,MG Road Branch,Hyderabad,2024-05-09,22:56:13,Payment,UPI,20895.11,26809.74,5914.63,Education,Pending,iPhone,No,5,Yes,465,20+ LPA,Premium
TXN000135,CUST6800,Rohan Joshi,Male,36,Current,BR113,Banjara Hills Branch,Mumbai,2025-01-29,07:26:01,Payment,Internet Banking,42897.93,157768.07,114870.14,Retail,Pending,Android,No,57,Yes,462,20+ LPA,Retail
TXN000136,CUST7476,Arjun Deshmukh,Male,33,Savings,BR115,Fort Branch,Kolkata,2025-03-05,13:37:15,Deposit,ATM,24981.66,290289.07,315270.73,Education,Failed,Tablet,No,62,No,509,0-3 LPA,Corporate
TXN000137,CUST5658,Sneha Kulkarni,Female,56,Current,BR112,Connaught Place Branch,Hyderabad,2025-08-20,01:44:06,Payment,POS,23882.29,435916.54,412034.25,Dining,Pending,iPhone,Yes,82,Yes,688,6-10 LPA,Corporate
TXN000138,CUST7695,Sneha Kulkarni,Female,47,Current,BR113,Banjara Hills Branch,Kolkata,2024-06-08,18:51:45,Withdrawal,UPI,84642.29,443712.97,359070.68,Healthcare,Success,Tablet,Yes,44,No,769,20+ LPA,Retail
TXN000139,CUST8412,Rahul Mehta,Male,64,Savings,BR119,Fort Branch,Kolkata,2024-10-01,03:40:16,Deposit,ATM,10509.27,390349.54,400858.81,Dining,Pending,Android,No,12,No,363,6-10 LPA,Corporate
TXN000140,CUST7607,Nikhil Chavan,Male,50,Savings,BR113,Fort Branch,Bengaluru,2025-09-18,05:01:29,Transfer,Branch,71039.66,115787.5,186827.16,Retail,Failed,Desktop,Yes,3,No,649,10-20 LPA,HNI
TXN000141,CUST7121,Arjun Deshmukh,Male,53,Savings,BR103,Banjara Hills Branch,Ahmedabad,2025-07-09,22:40:33,Transfer,POS,67320.96,38648.44,105969.4,Dining,Success,Desktop,No,91,No,312,0-3 LPA,HNI
TXN000142,CUST2697,Nikhil Chavan,Male,23,Current,BR102,Connaught Place Branch,Mumbai,2024-04-11,02:34:26,Payment,Branch,38830.67,472159.89,433329.22,Dining,Success,Desktop,Yes,4,No,534,20+ LPA,HNI
TXN000143,CUST4844,Nikhil Chavan,Male,51,Savings,BR118,Banjara Hills Branch,Delhi,2025-01-19,05:33:18,Withdrawal,ATM,97828.81,350888.16,253059.35,Dining,Failed,Android,No,88,Yes,352,6-10 LPA,Retail
TXN000144,CUST8837,Rohan Joshi,Male,47,Current,BR101,Connaught Place Branch,Bengaluru,2024-01-11,23:37:59,Payment,ATM,69610.52,244613.4,175002.88,Retail,Failed,iPhone,No,3,No,737,3-6 LPA,Corporate
TXN000145,CUST2014,Siddharth Rao,Male,46,Current,BR103,Fort Branch,Mumbai,2025-02-07,05:06:12,Transfer,Mobile Banking,91947.62,343606.33,435553.95,Retail,Success,Desktop,Yes,2,Yes,741,20+ LPA,HNI
TXN000146,CUST2526,Aditi Mishra,Female,46,Savings,BR101,Shivajinagar Branch,Hyderabad,2024-09-22,10:42:48,Payment,Mobile Banking,64407.08,326698.16,262291.08,E-commerce,Failed,Desktop,No,94,Yes,427,20+ LPA,Retail
TXN000147,CUST3763,Nikhil Chavan,Male,41,Current,BR107,Fort Branch,Hyderabad,2025-11-29,18:19:01,Transfer,ATM,22728.22,105879.64,128607.86,E-commerce,Pending,iPhone,Yes,8,No,764,6-10 LPA,Retail
TXN000148,CUST1848,Pooja Yadav,Female,65,Current,BR117,Connaught Place Branch,Kolkata,2024-02-01,16:26:28,Withdrawal,UPI,49217.89,183838.94,134621.05,Dining,Pending,Android,No,3,No,325,20+ LPA,Corporate
TXN000149,CUST6262,Nikhil Chavan,Male,65,Current,BR112,Connaught Place Branch,Mumbai,2024-02-22,17:29:41,Transfer,Branch,40471.5,217557.19,258028.69,Retail,Success,Desktop,No,41,Yes,395,20+ LPA,HNI
TXN000150,CUST5107,Ananya Gupta,Female,55,Savings,BR112,Banjara Hills Branch,Kolkata,2024-03-14,03:20:44,Transfer,Branch,74633.3,144114.1,218747.4,E-commerce,Pending,Desktop,No,23,No,582,3-6 LPA,HNI
TXN000151,CUST4078,Sneha Kulkarni,Female,34,Current,BR110,Shivajinagar Branch,Ahmedabad,2024-08-25,23:05:17,Deposit,Mobile Banking,37899.53,399596.6,437496.13,Grocery,Pending,Desktop,Yes,51,Yes,792,0-3 LPA,Retail
TXN000152,CUST9789,Siddharth Rao,Male,63,Savings,BR107,Shivajinagar Branch,Bengaluru,2025-03-29,17:08:42,Withdrawal,Mobile Banking,36492.19,204182,167689.81,Retail,Failed,Tablet,Yes,15,Yes,641,10-20 LPA,Premium
TXN000153,CUST9240,Pooja Yadav,Female,28,Current,BR118,Fort Branch,Bengaluru,2024-07-17,10:41:51,Withdrawal,ATM,63730.64,25795.67,0,E-commerce,Pending,Android,No,70,No,542,3-6 LPA,Corporate
TXN000154,CUST7632,Priya Nair,Female,37,Current,BR112,Fort Branch,Mumbai,2025-06-05,22:01:09,Transfer,ATM,29220.5,448664.99,477885.49,Travel,Success,Android,No,1,No,504,10-20 LPA,Corporate
TXN000155,CUST2496,Neha Singh,Female,48,Savings,BR103,Shivajinagar Branch,Bengaluru,2024-06-07,19:26:13,Transfer,Mobile Banking,56034.56,87022.1,143056.66,Dining,Success,Android,Yes,93,Yes,473,0-3 LPA,Premium
TXN000156,CUST4500,Nikhil Chavan,Male,56,Savings,BR116,Connaught Place Branch,Hyderabad,2025-04-12,05:50:57,Deposit,Branch,89372.7,178781.69,268154.39,Grocery,Failed,Android,Yes,79,No,768,6-10 LPA,Retail
TXN000157,CUST1409,Sneha Kulkarni,Female,55,Savings,BR114,Fort Branch,Hyderabad,2024-01-01,22:04:26,Transfer,POS,56635.58,99397.94,156033.52,Utilities,Success,Tablet,No,68,No,757,6-10 LPA,Premium
TXN000158,CUST2614,Arjun Deshmukh,Male,22,Savings,BR116,MG Road Branch,Ahmedabad,2024-12-24,18:50:01,Payment,Branch,26537.83,117442.83,90905,Dining,Failed,Desktop,No,39,Yes,631,20+ LPA,Corporate
TXN000159,CUST5645,Vikram Reddy,Male,47,Current,BR109,Banjara Hills Branch,Mumbai,2024-09-25,19:48:16,Withdrawal,Branch,50780.68,487934.81,437154.13,E-commerce,Success,Android,No,66,No,615,10-20 LPA,HNI
TXN000160,CUST3661,Karan Malhotra,Male,33,Current,BR116,MG Road Branch,Bengaluru,2025-04-16,21:29:44,Transfer,Branch,82983.47,179032.27,262015.74,Travel,Failed,iPhone,No,36,Yes,713,0-3 LPA,Retail
TXN000161,CUST1673,Aditya Verma,Male,48,Current,BR104,Fort Branch,Hyderabad,2025-05-10,09:12:04,Withdrawal,Mobile Banking,88151.51,186767.62,98616.11,Utilities,Pending,Desktop,No,28,Yes,445,0-3 LPA,Retail
TXN000162,CUST7268,Vikram Reddy,Male,61,Current,BR104,MG Road Branch,Pune,2025-04-20,00:49:58,Deposit,Branch,16527.81,335529.25,352057.06,Utilities,Success,iPhone,No,72,Yes,849,10-20 LPA,Retail
TXN000163,CUST2778,Rahul Mehta,Male,23,Savings,BR113,Fort Branch,Delhi,2024-11-01,15:18:06,Payment,POS,96701.69,76670.39,0,Retail,Failed,Desktop,No,74,No,883,0-3 LPA,Retail
TXN000164,CUST9539,Pooja Yadav,Female,50,Savings,BR111,Shivajinagar Branch,Pune,2025-10-28,18:15:45,Deposit,ATM,3808.68,169174.83,172983.51,Grocery,Success,Tablet,No,30,Yes,687,20+ LPA,Corporate
TXN000165,CUST2997,Priya Nair,Female,64,Savings,BR117,Connaught Place Branch,Hyderabad,2024-05-07,12:44:23,Transfer,Branch,1222.84,226857.67,228080.51,Education,Success,Desktop,No,84,Yes,666,0-3 LPA,Premium
TXN000166,CUST5166,Karan Malhotra,Male,63,Savings,BR101,Connaught Place Branch,Kolkata,2024-12-08,04:40:07,Payment,Mobile Banking,53394.81,476910.23,423515.42,E-commerce,Success,Tablet,No,73,No,576,0-3 LPA,Premium
TXN000167,CUST3127,Nikhil Chavan,Male,48,Current,BR104,Fort Branch,Chennai,2025-10-22,16:32:39,Deposit,Branch,54029.63,488238.31,542267.94,Retail,Failed,Desktop,No,95,No,340,3-6 LPA,Premium
TXN000168,CUST8549,Tanvi Patil,Female,23,Current,BR109,MG Road Branch,Kolkata,2024-07-13,11:21:38,Deposit,POS,75491.55,390609.04,466100.59,Healthcare,Pending,Tablet,No,90,No,757,3-6 LPA,Retail
TXN000169,CUST5405,Aarav Sharma,Male,51,Savings,BR118,Connaught Place Branch,Delhi,2024-01-21,14:12:24,Withdrawal,Internet Banking,95260.83,132360.12,37099.29,Travel,Pending,Tablet,No,77,Yes,408,10-20 LPA,Retail
TXN000170,CUST6212,Neha Singh,Female,45,Current,BR108,Banjara Hills Branch,Hyderabad,2024-06-22,09:28:47,Withdrawal,POS,98990.04,386513.6,287523.56,E-commerce,Success,iPhone,No,28,Yes,520,20+ LPA,Retail
TXN000171,CUST1772,Tanvi Patil,Female,59,Savings,BR120,Fort Branch,Kolkata,2024-11-16,19:51:40,Withdrawal,POS,92920.62,272007.3,179086.68,Retail,Failed,iPhone,Yes,57,Yes,610,3-6 LPA,HNI
TXN000172,CUST1361,Karan Malhotra,Male,43,Savings,BR118,Shivajinagar Branch,Kolkata,2024-04-25,19:42:26,Payment,Internet Banking,30715.65,417286.46,386570.81,Dining,Failed,Desktop,No,11,Yes,355,0-3 LPA,Retail
TXN000173,CUST3101,Nikhil Chavan,Male,56,Current,BR118,Shivajinagar Branch,Kolkata,2024-04-20,07:47:36,Withdrawal,Branch,25219.92,19334.25,0,Grocery,Failed,Android,No,51,Yes,891,0-3 LPA,Retail
TXN000174,CUST5493,Aarav Sharma,Male,55,Current,BR115,Fort Branch,Mumbai,2024-01-31,03:51:48,Withdrawal,POS,89277.61,89115.88,0,Dining,Success,Desktop,No,13,No,703,10-20 LPA,Corporate
TXN000175,CUST6699,Tanvi Patil,Female,64,Current,BR117,Banjara Hills Branch,Bengaluru,2025-06-12,04:52:56,Transfer,Internet Banking,59971.18,265723.75,325694.93,Utilities,Failed,Desktop,Yes,61,Yes,678,0-3 LPA,HNI
TXN000176,CUST7753,Nikhil Chavan,Male,29,Current,BR119,Connaught Place Branch,Mumbai,2024-03-05,02:37:30,Deposit,UPI,17251.8,251691.18,268942.98,Travel,Failed,Android,No,67,No,513,20+ LPA,Corporate
TXN000177,CUST8815,Kavya Iyer,Female,57,Savings,BR101,Fort Branch,Mumbai,2025-05-03,17:04:25,Withdrawal,Branch,68642.27,125575.89,56933.62,Education,Failed,Desktop,Yes,69,No,323,20+ LPA,Corporate
TXN000178,CUST3148,Neha Singh,Female,56,Savings,BR104,Connaught Place Branch,Delhi,2025-01-19,18:01:30,Payment,UPI,39343.33,493212.29,453868.96,Education,Failed,Tablet,No,82,Yes,752,6-10 LPA,Premium
TXN000179,CUST2818,Ananya Gupta,Female,63,Savings,BR111,Shivajinagar Branch,Pune,2024-02-20,15:33:07,Transfer,POS,49559.35,370786.89,420346.24,Retail,Success,Desktop,No,69,Yes,849,10-20 LPA,Corporate
TXN000180,CUST9714,Nikhil Chavan,Male,62,Savings,BR116,Connaught Place Branch,Hyderabad,2025-11-07,23:17:44,Transfer,Internet Banking,72227.02,142906.59,215133.61,Dining,Pending,Tablet,Yes,17,No,651,3-6 LPA,Retail
TXN000181,CUST2796,Tanvi Patil,Female,46,Savings,BR106,Banjara Hills Branch,Hyderabad,2025-03-16,00:02:24,Payment,UPI,66583.91,239656.12,173072.21,Retail,Failed,iPhone,No,88,Yes,885,6-10 LPA,Retail
TXN000182,CUST2167,Aditi Mishra,Female,57,Savings,BR110,MG Road Branch,Bengaluru,2025-06-21,08:16:52,Transfer,Mobile Banking,13671.06,385385.73,399056.79,E-commerce,Pending,Android,No,11,Yes,646,6-10 LPA,Corporate
TXN000183,CUST9117,Vikram Reddy,Male,53,Savings,BR109,Connaught Place Branch,Chennai,2024-08-21,23:47:53,Transfer,Mobile Banking,82310.54,237992.33,320302.87,E-commerce,Failed,iPhone,No,78,Yes,642,0-3 LPA,Retail
TXN000184,CUST3230,Pooja Yadav,Female,36,Savings,BR111,Banjara Hills Branch,Kolkata,2025-06-21,15:25:59,Transfer,Internet Banking,48068.25,126043.69,174111.94,Retail,Pending,Tablet,No,44,No,368,6-10 LPA,Corporate
TXN000185,CUST6196,Vivaan Patel,Male,59,Savings,BR119,Shivajinagar Branch,Kolkata,2024-09-09,22:45:25,Transfer,Mobile Banking,35536.12,72425.31,107961.43,Utilities,Success,Tablet,No,14,No,658,6-10 LPA,Corporate
TXN000186,CUST3582,Sneha Kulkarni,Female,53,Savings,BR110,Shivajinagar Branch,Pune,2025-01-20,11:00:18,Transfer,Branch,13341.06,88670.18,102011.24,Healthcare,Success,Desktop,No,18,No,743,20+ LPA,Corporate
TXN000187,CUST9905,Sneha Kulkarni,Female,21,Current,BR116,Connaught Place Branch,Hyderabad,2025-07-18,05:16:01,Payment,Mobile Banking,13507.1,292157.2,278650.1,Retail,Pending,Desktop,No,73,Yes,707,20+ LPA,HNI
TXN000188,CUST1386,Meera Kapoor,Female,21,Savings,BR115,Fort Branch,Delhi,2024-01-17,07:18:59,Payment,Internet Banking,43032.04,296516.49,253484.45,Grocery,Pending,Tablet,No,97,Yes,896,6-10 LPA,Premium
TXN000189,CUST3557,Siddharth Rao,Male,49,Savings,BR115,MG Road Branch,Ahmedabad,2024-10-12,20:13:53,Withdrawal,ATM,5163.77,124971.63,119807.86,Utilities,Pending,iPhone,No,62,Yes,585,20+ LPA,Retail
TXN000190,CUST2574,Rohan Joshi,Male,48,Savings,BR108,Banjara Hills Branch,Mumbai,2025-01-24,13:39:30,Payment,Mobile Banking,1508.72,291580.59,290071.87,Education,Success,iPhone,No,22,Yes,739,10-20 LPA,Corporate
TXN000191,CUST9871,Ishita Jain,Female,48,Current,BR119,Connaught Place Branch,Delhi,2025-10-22,23:44:49,Deposit,ATM,8812.53,280883.18,289695.71,Travel,Pending,Tablet,No,19,Yes,760,6-10 LPA,Retail
TXN000192,CUST4802,Rohan Joshi,Male,33,Savings,BR105,Connaught Place Branch,Bengaluru,2025-11-07,10:23:56,Transfer,Internet Banking,31919.93,282937.8,314857.73,Dining,Success,Android,No,78,Yes,511,6-10 LPA,Corporate
TXN000193,CUST3263,Vikram Reddy,Male,56,Savings,BR102,Connaught Place Branch,Pune,2025-03-25,02:59:40,Withdrawal,Mobile Banking,8887.45,465646.35,456758.9,Utilities,Success,Tablet,No,7,Yes,810,3-6 LPA,Premium
TXN000194,CUST2442,Neha Singh,Female,32,Current,BR108,MG Road Branch,Kolkata,2024-03-01,01:11:27,Deposit,UPI,85638.75,91375.14,177013.89,E-commerce,Failed,Tablet,No,59,No,809,20+ LPA,HNI
TXN000195,CUST7179,Kavya Iyer,Female,51,Current,BR109,Fort Branch,Ahmedabad,2024-04-10,11:37:05,Withdrawal,Branch,35099.37,131728.13,96628.76,Dining,Pending,iPhone,No,88,No,713,6-10 LPA,Premium
TXN000196,CUST1337,Karan Malhotra,Male,30,Current,BR110,MG Road Branch,Hyderabad,2025-06-23,01:33:56,Payment,POS,96546.27,397519.04,300972.77,Healthcare,Success,Desktop,No,95,Yes,753,10-20 LPA,Premium
TXN000197,CUST5046,Ananya Gupta,Female,49,Current,BR112,MG Road Branch,Bengaluru,2024-11-29,05:06:15,Payment,UPI,83265.69,240066.36,156800.67,Dining,Failed,Desktop,No,99,Yes,695,10-20 LPA,Retail
TXN000198,CUST3278,Rohan Joshi,Male,22,Current,BR114,Connaught Place Branch,Delhi,2025-03-17,17:26:33,Withdrawal,POS,94877.13,366869.17,271992.04,Travel,Failed,iPhone,Yes,79,No,756,20+ LPA,Retail
TXN000199,CUST6343,Kavya Iyer,Female,50,Current,BR102,Connaught Place Branch,Kolkata,2024-04-02,20:08:42,Withdrawal,Branch,41727.78,310583.01,268855.23,E-commerce,Pending,Android,No,46,No,667,6-10 LPA,HNI
TXN000200,CUST3693,Meera Kapoor,Female,56,Savings,BR107,Connaught Place Branch,Bengaluru,2025-01-16,04:44:06,Transfer,ATM,160.06,467102.57,467262.63,Education,Pending,Android,No,97,No,399,3-6 LPA,Corporate
TXN000201,CUST4639,Siddharth Rao,Male,44,Savings,BR120,Connaught Place Branch,Mumbai,2025-01-02,06:20:17,Payment,ATM,66780.81,138446.31,71665.5,Retail,Pending,Android,No,88,No,881,0-3 LPA,HNI
TXN000202,CUST6048,Tanvi Patil,Female,37,Savings,BR118,MG Road Branch,Ahmedabad,2025-08-28,15:02:55,Payment,ATM,22858.13,365629.79,342771.66,Dining,Success,Desktop,No,53,Yes,484,6-10 LPA,Retail
TXN000203,CUST5172,Aditi Mishra,Female,57,Current,BR112,Shivajinagar Branch,Delhi,2024-03-01,02:24:35,Payment,Internet Banking,74327.3,67965.29,0,Utilities,Success,Desktop,Yes,6,No,778,3-6 LPA,HNI
TXN000204,CUST6263,Priya Nair,Female,62,Current,BR118,Banjara Hills Branch,Delhi,2024-02-26,07:00:12,Payment,Mobile Banking,9177.68,57904.07,48726.39,Education,Pending,Desktop,No,90,Yes,788,6-10 LPA,HNI
TXN000205,CUST3564,Aditya Verma,Male,61,Savings,BR112,MG Road Branch,Bengaluru,2024-03-04,05:05:39,Withdrawal,Internet Banking,85735.63,373698.43,287962.8,Retail,Pending,Tablet,Yes,82,No,418,6-10 LPA,Corporate
TXN000206,CUST5007,Vivaan Patel,Male,42,Current,BR116,Banjara Hills Branch,Bengaluru,2025-12-24,18:26:52,Deposit,ATM,25592.01,130120.65,155712.66,Retail,Pending,iPhone,Yes,49,No,308,3-6 LPA,HNI
TXN000207,CUST5965,Siddharth Rao,Male,46,Savings,BR104,Banjara Hills Branch,Delhi,2024-01-17,15:33:52,Deposit,Branch,43763.39,425997.96,469761.35,Grocery,Pending,Tablet,No,35,No,794,0-3 LPA,Corporate
TXN000208,CUST8232,Pooja Yadav,Female,64,Savings,BR107,Connaught Place Branch,Mumbai,2025-04-07,09:31:54,Deposit,POS,64332.3,245869.13,310201.43,Dining,Pending,Android,Yes,22,No,796,10-20 LPA,Corporate
TXN000209,CUST8772,Karan Malhotra,Male,32,Current,BR111,MG Road Branch,Kolkata,2024-01-05,23:11:13,Transfer,Mobile Banking,93455.02,398131.78,491586.8,Dining,Pending,Android,Yes,78,No,450,10-20 LPA,HNI
TXN000210,CUST3643,Rohan Joshi,Male,29,Savings,BR102,Connaught Place Branch,Kolkata,2025-05-30,12:59:41,Withdrawal,Internet Banking,61900.73,261667.14,199766.41,Education,Success,iPhone,No,72,No,470,10-20 LPA,Retail
TXN000211,CUST7456,Rohan Joshi,Male,33,Current,BR115,Fort Branch,Kolkata,2024-10-19,23:08:48,Transfer,Internet Banking,46493.18,247102.48,293595.66,Dining,Success,Tablet,No,54,No,819,20+ LPA,Retail
TXN000212,CUST9587,Sneha Kulkarni,Female,37,Savings,BR111,Banjara Hills Branch,Pune,2025-08-03,23:51:31,Transfer,Mobile Banking,46526.19,148925.39,195451.58,Retail,Failed,iPhone,No,3,Yes,791,10-20 LPA,Premium
TXN000213,CUST8335,Vikram Reddy,Male,45,Savings,BR108,MG Road Branch,Bengaluru,2025-06-22,11:58:03,Transfer,Internet Banking,91565,46051.52,137616.52,Travel,Failed,Desktop,Yes,26,Yes,832,20+ LPA,HNI
TXN000214,CUST6562,Sneha Kulkarni,Female,51,Savings,BR120,Connaught Place Branch,Delhi,2025-12-10,05:34:11,Payment,POS,19789.91,345135.04,325345.13,Utilities,Pending,Desktop,No,100,Yes,809,0-3 LPA,Premium
TXN000215,CUST5604,Meera Kapoor,Female,36,Savings,BR104,MG Road Branch,Delhi,2025-03-14,23:41:56,Transfer,Mobile Banking,5282.35,367402.4,372684.75,Education,Failed,Desktop,No,60,Yes,800,0-3 LPA,Premium
TXN000216,CUST1092,Aditi Mishra,Female,26,Savings,BR103,Banjara Hills Branch,Bengaluru,2024-10-09,16:02:13,Transfer,UPI,51688.52,343651.74,395340.26,Grocery,Success,iPhone,No,70,No,586,3-6 LPA,Retail
TXN000217,CUST8799,Sneha Kulkarni,Female,62,Current,BR104,MG Road Branch,Bengaluru,2024-07-28,20:02:09,Payment,POS,65916.04,47509.52,0,Utilities,Failed,Android,No,31,No,403,3-6 LPA,Corporate
TXN000218,CUST3494,Aditi Mishra,Female,60,Current,BR108,MG Road Branch,Hyderabad,2024-01-12,17:25:27,Transfer,ATM,8086.45,443272.45,451358.9,Healthcare,Failed,iPhone,Yes,55,No,309,20+ LPA,HNI
TXN000219,CUST4103,Rohan Joshi,Male,28,Savings,BR117,MG Road Branch,Bengaluru,2024-07-03,06:59:58,Withdrawal,UPI,19307.26,335860.23,316552.97,Travel,Success,iPhone,No,38,Yes,846,0-3 LPA,Premium
TXN000220,CUST6488,Aarav Sharma,Male,61,Current,BR102,Banjara Hills Branch,Ahmedabad,2025-05-18,04:01:58,Deposit,ATM,25541.63,215520.31,241061.94,Travel,Failed,Android,Yes,27,No,716,3-6 LPA,Premium
TXN000221,CUST1593,Rohan Joshi,Male,54,Current,BR118,MG Road Branch,Bengaluru,2025-05-03,00:26:19,Transfer,Mobile Banking,6495.21,8058,14553.21,Retail,Failed,Desktop,No,86,No,792,10-20 LPA,Premium
TXN000222,CUST3851,Priya Nair,Female,62,Savings,BR109,Shivajinagar Branch,Delhi,2025-02-28,09:04:41,Withdrawal,ATM,47120.49,152560.82,105440.33,Dining,Pending,Android,Yes,76,Yes,478,20+ LPA,Premium
TXN000223,CUST5989,Rahul Mehta,Male,23,Current,BR104,Connaught Place Branch,Pune,2024-08-27,00:42:51,Payment,POS,48177.83,372085.06,323907.23,Travel,Pending,iPhone,No,89,No,845,3-6 LPA,Corporate
TXN000224,CUST6936,Sneha Kulkarni,Female,49,Savings,BR101,Fort Branch,Kolkata,2024-04-17,09:28:48,Payment,UPI,15934.93,467402.23,451467.3,Utilities,Success,Desktop,No,24,No,308,0-3 LPA,Premium
TXN000225,CUST1105,Ishita Jain,Female,49,Current,BR103,Connaught Place Branch,Kolkata,2024-08-17,14:00:42,Deposit,POS,24709.58,6610.55,31320.13,Utilities,Pending,Android,No,87,No,786,0-3 LPA,HNI
TXN000226,CUST9013,Meera Kapoor,Female,50,Current,BR119,Fort Branch,Bengaluru,2025-04-25,17:46:11,Payment,ATM,5750.81,337741.04,331990.23,Grocery,Failed,Tablet,No,18,Yes,650,6-10 LPA,Corporate
